title,mp4_download_url,post_url,page,category,board
MRSS-192 오노사카 유이카,https://data.cdn.avsee.is/bcdn_token=J6oeAkEcks-prsGjYVx7UFJADOLoP_98YE6TsV0ofHQ&expires=1789815056&token_path=%2Fa%2Fh%2F2026%2F09%2F12%2FMRSS-192.mp4/a/h/2026/09/12/MRSS-192.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2149340,1,javc,javc
START-637V 아오조라 히카리,https://data.cdn.avsee.is/bcdn_token=IWMqvk8YBbpDNwsNIllLg8EZZvd4o6nsoTgnecSDAs8&expires=1789815059&token_path=%2Fa%2Fh%2F2026%2F09%2F15%2FSTART-637V.mp4/a/h/2026/09/15/START-637V.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2152119,1,javc,javc
START-604 오가사와라 나노,https://data.cdn.avsee.is/bcdn_token=wJMklR1W0b7ZpyoIxbm7jLTPUt-ISzM2Ne5iDRkFgOU&expires=1789815062&token_path=%2Fa%2Fh%2F2026%2F09%2F15%2FSTART-604.mp4/a/h/2026/09/15/START-604.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2152117,1,javc,javc
FNEW-024 키요미야 나나하,https://data.cdn.avsee.is/bcdn_token=Y_Q_1yhzk2e2RVRRmKUmHIome2a5bku-gGzLvWYG0UU&expires=1789815066&token_path=%2Fa%2Fh%2F2026%2F09%2F12%2FFNEW-024.mp4/a/h/2026/09/12/FNEW-024.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2149320,1,javc,javc
SQTE-719 치바 유우카,https://data.cdn.avsee.is/bcdn_token=OiOQnqpO7zPccHjOco6qeRYVdLv7t7Nw2PUs1czrAY0&expires=1789815069&token_path=%2Fa%2Fh%2F2026%2F09%2F12%2FSQTE-719.mp4/a/h/2026/09/12/SQTE-719.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2149356,1,javc,javc
FNS-257 아카리 츠무기,https://data.cdn.avsee.is/bcdn_token=e8ZG3jZgOboXyqJN34kA-Uds2TY0mm2M87Jik6qKDKI&expires=1789815073&token_path=%2Fa%2Fh%2F2026%2F09%2F13%2FFNS-257.mp4/a/h/2026/09/13/FNS-257.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2150342,1,javc,javc
SNOS-405 유메노 아이카,https://data.cdn.avsee.is/bcdn_token=t_066NUUz3TSLjRmJRx48WZKAi793l_f-u1rEPGX75c&expires=1789815076&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FSNOS-405.mp4/a/h/2026/09/18/SNOS-405.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2154078,1,javc,javc
SNOS-337 미츠 코노하,https://data.cdn.avsee.is/bcdn_token=DB9_Vjvx06Q76EP4ytdXNk0OsxmPt35EkqRC6sGxYBU&expires=1789815080&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FSNOS-337.mp4/a/h/2026/09/18/SNOS-337.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2154063,1,javc,javc
SDMM-239,https://data.cdn.avsee.is/bcdn_token=yRyy-rTiy4HaU8PRcRdHThbfvDL1G5Y38wJIQXxVQ_s&expires=1789815083&token_path=%2Fa%2Fh%2F2026%2F09%2F15%2FSDMM-239.mp4/a/h/2026/09/15/SDMM-239.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2152115,1,javc,javc
START-633 타다이 마히로,https://data.cdn.avsee.is/bcdn_token=mPpfwaKfc1T0Nbvg2zOcD28sZtqY0wtZzd3_hDk5kqA&expires=1789815087&token_path=%2Fa%2Fh%2F2026%2F09%2F15%2FSTART-633.mp4/a/h/2026/09/15/START-633.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2152118,1,javc,javc
ROYD-352 오오토리 미유/후지이 레이라,https://data.cdn.avsee.is/bcdn_token=LmfoiESKKoltqI6lpDgwWqAZJOTd4KkAy1_AwUrF0dk&expires=1789815091&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FROYD-352.mp4/a/h/2026/09/18/ROYD-352.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2154311,1,javc,javc
SQTE-718 츠키노에 스이,https://data.cdn.avsee.is/bcdn_token=AOBwWUKkFXa00-a5pM-v5JOahaSiNRz1Blnn1a6Q8Gk&expires=1789815095&token_path=%2Fa%2Fh%2F2026%2F09%2F12%2FSQTE-718.mp4/a/h/2026/09/12/SQTE-718.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2149355,1,javc,javc
SNOS-399 아사노 코코로,https://data.cdn.avsee.is/bcdn_token=xIEdunbirX3PJ2wjasXTmoEuGMnrZAmsb2Zm5x91nfA&expires=1789815099&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FSNOS-399.mp4/a/h/2026/09/18/SNOS-399.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2154074,1,javc,javc
SNOS-375 나츠키 나츠,https://data.cdn.avsee.is/bcdn_token=np96jwYohkgrD6MEfTix7Wl7pb9Zl-Rp3crqcrPWJzs&expires=1789815102&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FSNOS-375.mp4/a/h/2026/09/18/SNOS-375.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2154067#c_2155426,1,javc,javc
IPX-986 이오리 히메카,https://data.cdn.avsee.is/bcdn_token=FP6OfYmLGrt1IRIjkolAtrfJE8U1DAt7mSYl4EsPfO0&expires=1789815106&token_path=%2Fa%2Fh%2F2023%2F01%2F06%2FIPX-986.mp4/a/h/2023/01/06/IPX-986.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=1060657#c_2155425,1,javc,javc
SNOS-377 카와키타 사이카/카와키타 사이카,https://data.cdn.avsee.is/bcdn_token=_UEI9fz9g30-c2j0uNGJZP5U9vOUPNBfgDSXsH7-sSw&expires=1789815109&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FSNOS-377.mp4/a/h/2026/09/18/SNOS-377.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2154068#c_2155424,1,javc,javc
SNOS-387 무라카미 유카,https://data.cdn.avsee.is/bcdn_token=WmEk08PZsMwxCNa-ZAZunkOn2bpr7o7SboTsLinHobM&expires=1789815113&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FSNOS-387.mp4/a/h/2026/09/18/SNOS-387.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2154069#c_2155423,1,javc,javc
SNOS-393 하츠미 나노카,https://data.cdn.avsee.is/bcdn_token=5RyUmsCvKDRbRvcjHHX98sgHF8qnl5qGIypJixRP0XQ&expires=1789815116&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FSNOS-393.mp4/a/h/2026/09/18/SNOS-393.mp4,https://02.avsee.is/bbs/board.php?bo_table=javc&wr_id=2154070#c_2155422,1,javc,javc
